"status" "family" "pval" "qval" "gene_short_name" "num_cells_expressed"
"ENSMUSG00000022884" "OK" "tobit" 1.01280245107448e-21 8.77688291390404e-21 "Eif4a2" 447
"ENSMUSG00000022885" "OK" "tobit" 0.00012902080495621 0.000323521556487254 "St6gal1" 419
"ENSMUSG00000022887" "OK" "tobit" 1.55875706588331e-06 4.90107111570133e-06 "Masp1" 428
"ENSMUSG00000022889" "OK" "tobit" 2.4376653949546e-06 7.51692539105652e-06 "Mrpl39" 446
"ENSMUSG00000022890" "OK" "tobit" 2.01682222772575e-06 6.26919637369152e-06 "Atp5j" 447
"ENSMUSG00000022892" "OK" "tobit" 2.22417919531376e-29 2.63674197798976e-28 "App" 235
"ENSMUSG00000022893" "OK" "tobit" 1.19637207959646e-48 2.58344652065449e-47 "Adamts1" 142
"NA.112" NA NA NA NA NA NA
"ENSMUSG00000022895" "OK" "tobit" 1.25870292008135e-10 5.6245957945558e-10 "Ets2" 423
"ENSMUSG00000022897" "OK" "tobit" 0.0304096023670825 0.0504334202697768 "Dyrk1a" 334
"ENSMUSG00000022898" "OK" "tobit" 0.848266798847001 0.874757889507154 "Dscr3" 420
"ENSMUSG00000022899" "OK" "tobit" 1.18315873880255e-07 4.16457162114599e-07 "Slc15a2" 77
"NA.113" NA NA NA NA NA NA
"ENSMUSG00000022905" "OK" "tobit" 0.724561942218562 0.769364693787379 "Kpna1" 432
"ENSMUSG00000022906" "OK" "tobit" 0.472292730927919 0.542648770221639 "Parp9" 142
"ENSMUSG00000022911" "OK" "tobit" 0.0803513874800034 0.119842805265649 "Arl13b" 187
"ENSMUSG00000022912" "OK" "tobit" 0.57065532196847 0.633528532128616 "Pros1" 251
"ENSMUSG00000022913" "OK" "tobit" 4.368980679636e-06 1.30953751460345e-05 "Psmg1" 445
"ENSMUSG00000022914" "OK" "tobit" 0.0272449250506936 0.045666624891396 "Brwd1" 428
"ENSMUSG00000022940" "OK" "tobit" 1.16654105969038e-07 4.10699151401432e-07 "Pigp" 443
"ENSMUSG00000022941" "OK" "tobit" 1.24868221691047e-05 3.56348814152521e-05 "Ripply3" 144
"ENSMUSG00000022945" "OK" "tobit" 6.8506613029107e-22 5.98583140303939e-21 "Chaf1b" 257
"ENSMUSG00000022946" "OK" "tobit" 2.08860193564163e-05 5.78241758601219e-05 "Dopey2" 354
"ENSMUSG00000022948" "OK" "tobit" 0.635470321149642 0.692342905569275 "Setd4" 306
"ENSMUSG00000022949" "OK" "tobit" 1.33824795242091e-53 3.22359119238168e-52 "Clic6" 210
"ENSMUSG00000022951" "OK" "tobit" 2.6220994459271e-13 1.42476092622367e-12 "Rcan1" 122
"ENSMUSG00000022956" "OK" "tobit" 0.000383016687519917 0.000903529468252818 "Atp5o" 447
"ENSMUSG00000022957" "OK" "tobit" 0.136950060926564 0.191196905283717 "Itsn1" 344
"ENSMUSG00000022960" "OK" "tobit" 0.000444976246191663 0.00104024682922387 "Donson" 237
"ENSMUSG00000022961" "OK" "tobit" 8.64585152052469e-28 9.65727601129784e-27 "Son" 447
"ENSMUSG00000022962" "OK" "tobit" 2.88100830454301e-20 2.3262344180849e-19 "Gart" 433
"ENSMUSG00000022964" "OK" "tobit" 0.357901651614242 0.43106196209344 "Tmem50b" 67
"ENSMUSG00000022965" "OK" "tobit" 0.00493745543218998 0.00966633752472965 "Ifngr2" 405
"ENSMUSG00000022967" "OK" "tobit" 8.70528665354098e-05 0.000223991547822442 "Ifnar1" 431
"ENSMUSG00000022969" "OK" "tobit" 1.0104053109133e-06 3.23860954054111e-06 "Il10rb" 329
"ENSMUSG00000022971" "OK" "tobit" 2.42913458553769e-15 1.50632954541363e-14 "Ifnar2" 435
"ENSMUSG00000022972" "OK" "tobit" 0.00438900822039812 0.00867079400390256 "1110004E09Rik" 375
"ENSMUSG00000022973" "OK" "tobit" 0.376131026070213 0.449564645442491 "Synj1" 137
"ENSMUSG00000022974" "OK" "tobit" 0.296114847813773 0.367967098224093 "Paxbp1" 316
"ENSMUSG00000022978" "OK" "tobit" 2.3021881269315e-06 7.11577258421691e-06 "Mis18a" 270
"ENSMUSG00000022982" "OK" "tobit" 8.36072190936173e-12 4.09004451430196e-11 "Sod1" 447
"ENSMUSG00000022983" "OK" "tobit" 2.32380095692893e-09 9.4611469733685e-09 "Scaf4" 410
"ENSMUSG00000022987" "OK" "tobit" 2.76681210656884e-14 1.60402238072846e-13 "Zfp641" 18
"ENSMUSG00000022992" "OK" "tobit" 4.54899083714932e-24 4.38307019871226e-23 "Kansl2" 437
"ENSMUSG00000022994" "OK" "tobit" 3.0769993802463e-08 1.13923009056071e-07 "Adcy6" 178
"ENSMUSG00000022995" "OK" "tobit" 1.33749869602633e-21 1.15213882239225e-20 "Enah" 123
"ENSMUSG00000022999" "OK" "tobit" 0.0259061132459776 0.043691412529128 "Lmbr1l" 69
"ENSMUSG00000023004" "OK" "tobit" 2.43194273703764e-12 1.23585419628235e-11 "Tuba1b" 447
"ENSMUSG00000023007" "OK" "tobit" 0.0215791105970346 0.0370201215459463 "Prpf40b" 350
"ENSMUSG00000023008" "OK" "tobit" 0.142768454478276 0.198202680518585 "Fmnl3" 258
"ENSMUSG00000023009" "OK" "tobit" 2.53547607883749e-15 1.56859078257511e-14 "Nckap5l" 137
"ENSMUSG00000023010" "OK" "tobit" 1.77710886136512e-11 8.47133096319913e-11 "Tmbim6" 447
"ENSMUSG00000023015" "OK" "tobit" 9.37636740753917e-06 2.71688701150611e-05 "Racgap1" 365
"ENSMUSG00000023017" "OK" "tobit" 0.849738065062147 0.875876200249401 "Asic1" 64
"ENSMUSG00000023018" "OK" "tobit" 8.37481466314875e-14 4.71883442626760e-13 "Smarcd1" 305
"ENSMUSG00000023019" "OK" "tobit" 3.8501939265281e-07 1.28990855496661e-06 "Gpd1" 364
"ENSMUSG00000023020" "OK" "tobit" 0.00298964267966507 0.00610642222586229 "Cox14" 447
"ENSMUSG00000023021" "OK" "tobit" 6.60480388805804e-17 4.50069396499226e-16 "Cers5" 340
"ENSMUSG00000023022" "OK" "tobit" 5.93585615335377e-11 2.72942616857143e-10 "Lima1" 432
"ENSMUSG00000023025" "OK" "tobit" 0.595635997598991 0.656418919630223 "Larp4" 441
"ENSMUSG00000023026" "OK" "tobit" 0.341640691869133 0.414403073859781 "Dip2b" 267
"ENSMUSG00000023027" "OK" "tobit" 0.527840376109166 0.594153111379184 "Atf1" 402
"ENSMUSG00000023030" "OK" "tobit" 0.324119529919385 0.396794203230265 "Slc11a2" 281
"ENSMUSG00000023031" "OK" "tobit" 0.0303677690991426 0.0503693114505452 "Cela1" 147
"ENSMUSG00000023032" "OK" "tobit" 3.65873756030159e-221 2.20498062094221e-219 "Slc4a8" 12
"ENSMUSG00000023033" "OK" "tobit" 1.82262160233074e-08 6.89464257683587e-08 "Scn8a" 60
"NA.114" NA NA NA NA NA NA
"ENSMUSG00000023036" "OK" "tobit" 1.96625965375541e-34 2.81783142061694e-33 "Pcdhga12" 228
"ENSMUSG00000023039" "OK" "tobit" 3.43484734969406e-42 6.18662846507396e-41 "Krt7" 122
"ENSMUSG00000023043" "OK" "tobit" 9.73639925228683e-68 3.01999859390893e-66 "Krt18" 447
"ENSMUSG00000023044" "OK" "tobit" 5.52774043214537e-09 2.17352234804029e-08 "Csad" 438
"ENSMUSG00000023045" "OK" "tobit" 9.06239423511221e-36 1.36279837406574e-34 "Soat2" 432
"ENSMUSG00000023046" "OK" "tobit" 0.287055772247613 0.358848015626206 "Igfbp6" 118
"ENSMUSG00000023047" "OK" "tobit" 8.74918475208569e-30 1.04897563026141e-28 "Amhr2" 37
"ENSMUSG00000023048" "OK" "tobit" 7.27406217605983e-28 8.15951065042804e-27 "Prr13" 413
"ENSMUSG00000023050" "OK" "tobit" 4.7024209789555e-05 0.000124867435946465 "Map3k12" 247
"ENSMUSG00000023051" "OK" "tobit" 0.000291420722054059 0.000699109799388049 "Tarbp2" 437
"ENSMUSG00000023052" "OK" "tobit" 0.308494327354526 0.380536694201491 "Npff" 13
"ENSMUSG00000023055" "OK" "tobit" 3.29386181183905e-23 3.08010086829788e-22 "Calcoco1" 224
"ENSMUSG00000023057" "OK" "tobit" 8.53058372508333e-22 7.43728009035043e-21 "Fabp2" 325
"ENSMUSG00000023066" "OK" "tobit" 0.0068044341104744 0.0129503218841282 "Rttn" 121
"ENSMUSG00000023067" "OK" "tobit" 7.71600068951229e-07 2.49821799886438e-06 "Cdkn1a" 254
"ENSMUSG00000023068" "OK" "tobit" 0.120174279714394 0.170662336123388 "Nus1" 340
"ENSMUSG00000023070" "OK" "tobit" 2.18488325267452e-44 4.23872699570271e-43 "Rgn" 399
"ENSMUSG00000023072" "OK" "tobit" 0.00111614313373739 0.00244585492461462 "Cep89" 347
"ENSMUSG00000023074" "OK" "tobit" 1.93930031850294e-05 5.38883415993541e-05 "Mospd1" 301
"ENSMUSG00000023075" "OK" "tobit" 3.15004334866937e-08 1.16572932702334e-07 "Akirin1" 381
"NA.115" NA NA NA NA NA NA
"ENSMUSG00000023079" "OK" "tobit" 9.75925570976719e-14 5.46973843705127e-13 "Gtf2ird1" 269
"ENSMUSG00000023087" "OK" "tobit" 3.56623084831403e-22 3.16488012014431e-21 "Ccrn4l" 446
"ENSMUSG00000023088" "OK" "tobit" 0.0848997865227518 0.125727517180755 "Abcc1" 72
"ENSMUSG00000023089" "OK" "tobit" 0.22624101544597 0.293134970556578 "Ndufa5" 447
"ENSMUSG00000023092" "OK" "tobit" 1.13340245107089e-05 3.25206894451006e-05 "Fhl1" 75
"ENSMUSG00000023094" "OK" "tobit" 0.660404474706578 0.71357358539091 "Msrb2" 310
"ENSMUSG00000023104" "OK" "tobit" 1.4944467600176e-16 9.89844594495567e-16 "Rfc2" 425
"ENSMUSG00000023106" "OK" "tobit" 3.21633426965113e-13 1.73475241064671e-12 "Denr" 447
"ENSMUSG00000023110" "OK" "tobit" 1.55130063226665e-18 1.1598167462937e-17 "Prmt5" 430
"ENSMUSG00000023118" "OK" "tobit" 9.44174221968304e-12 4.60324866754771e-11 "Sympk" 426
"NA.116" NA NA NA NA NA NA
"ENSMUSG00000023143" "OK" "tobit" 0.189898261662519 0.25271934906389 "Nagpa" 300
"ENSMUSG00000023147" "OK" "tobit" 1.41977490770772e-11 6.81302824316301e-11 "Wrb" 391
"ENSMUSG00000023150" "OK" "tobit" 5.75867648644201e-42 1.03019212539623e-40 "Ivns1abp" 446
"NA.117" NA NA NA NA NA NA
"ENSMUSG00000023156" "OK" "tobit" 2.15100883020662e-05 5.94688469540816e-05 "Rpp14" 383
"ENSMUSG00000023169" "OK" "tobit" 1.7171324568352e-58 4.58963734246846e-57 "Slc38a1" 320
"ENSMUSG00000023170" "OK" "tobit" 2.55740082348697e-16 1.67604977769026e-15 "Gps2" 412
"ENSMUSG00000023175" "OK" "tobit" 1.82126607516204e-37 2.92472819567561e-36 "Bsg" 447
"ENSMUSG00000023176" "OK" "tobit" 1.20598505107933e-21 1.04111454573025e-20 "Cpn2" 259
"ENSMUSG00000023186" "OK" "tobit" 0.0559212682195847 0.0868461788438583 "Vwa5a" 233
"ENSMUSG00000023191" "OK" "tobit" 0.241857353124885 0.310023376225591 "Leprel2" 105
"ENSMUSG00000023206" "OK" "tobit" 0.0194848902567901 0.033734080892422 "Il15ra" 255
"ENSMUSG00000023224" "OK" "tobit" 3.50478887230495e-14 2.02223893796991e-13 "Serping1" 445
"ENSMUSG00000023232" "OK" "tobit" 3.87755983179467e-21 3.25181604941511e-20 "Serinc2" 141
"ENSMUSG00000023235" "OK" "tobit" 0.216544170595086 0.28232500649273 "Ccl25" 211
"ENSMUSG00000023243" "OK" "tobit" 0.0406446575993905 0.0654094652198538 "Kcnk5" 208
"NA.118" NA NA NA NA NA NA
"ENSMUSG00000023249" "OK" "tobit" 0.238779322800077 0.306871991111751 "Parp3" 63
"ENSMUSG00000023259" "OK" "tobit" 2.16925473638369e-18 1.61118498461488e-17 "Slc26a6" 250
"ENSMUSG00000023262" "OK" "tobit" 8.1626878190992e-36 1.23100477576329e-34 "Acy1" 415
"ENSMUSG00000023266" "OK" "tobit" 0.0268505271931067 0.0451018287421303 "Frs3" 77
"ENSMUSG00000023272" "OK" "tobit" 4.59896058141491e-11 2.13014392797856e-10 "Creld2" 442
"ENSMUSG00000023277" "OK" "tobit" 3.3351581620372e-13 1.79559296427614e-12 "Twf2" 232
"ENSMUSG00000023284" "OK" "tobit" 0.0625279629573955 0.0958943602200986 "Zfp605" 174
"ENSMUSG00000023286" "OK" "tobit" 0.000406190719946878 0.000956062208369174 "Ube2j2" 417
"ENSMUSG00000023307" "OK" "tobit" 0.000383374019007137 0.000904237827568917 "March5" 432
"ENSMUSG00000023328" "OK" "tobit" 0.604515202565083 0.6642333421599 "Ache" 17
"ENSMUSG00000023330" "OK" "tobit" 0.9079351356613 0.924737945009099 "Dtwd1" 368
"ENSMUSG00000023341" "OK" "tobit" 0 0 "Mx2" 17
"ENSMUSG00000023345" "OK" "tobit" 0.36153610565442 0.434907959519016 "Poc1a" 325
"ENSMUSG00000023348" "OK" "tobit" 1.01477261682689e-17 7.25164381276204e-17 "Trip6" 407
"ENSMUSG00000023353" "OK" "tobit" 0.214498703118023 0.280188268041921 "Agap3" 285
"ENSMUSG00000023367" "OK" "tobit" 1.35633511080286e-07 4.7467236710588e-07 "Tmem176a" 447
"ENSMUSG00000023387" "OK" "tobit" 0.0566510440308879 0.0878340987137377 "Kcnk16" 285
"ENSMUSG00000023393" "OK" "tobit" 1.33737524376305e-29 1.59618957934068e-28 "Slc17a9" 300
"NA.119" NA NA NA NA NA NA
"NA.120" NA NA NA NA NA NA
"ENSMUSG00000023452" "OK" "tobit" 4.24521133087715e-10 1.8279434825972e-09 "Pisd" 447
"ENSMUSG00000023456" "OK" "tobit" 4.87506747160085e-09 1.92644775429752e-08 "Tpi1" 447
"ENSMUSG00000023460" "OK" "tobit" 1.10662692904931e-14 6.54723285757057e-14 "Rab12" 277
"ENSMUSG00000023467" "OK" "tobit" 0.0544209824153904 0.0847237571244414 "Tulp2" 82
"ENSMUSG00000023473" "OK" "tobit" 0.151136707900672 0.207781838860756 "Celsr3" 19
"ENSMUSG00000023484" "OK" "tobit" 0.0201167293706788 0.0347293498012481 "Prph" 46
"ENSMUSG00000023495" "OK" "tobit" 1.46971067972184e-51 3.39081721595214e-50 "Pcbp4" 392
"ENSMUSG00000023505" "OK" "tobit" 0.00167077386178844 0.00356416765940064 "Cdca3" 312
"ENSMUSG00000023571" "OK" "tobit" 0.428070281529208 0.500657603753157 "Fam132a" 183
"ENSMUSG00000023572" "OK" "tobit" 0.00264019911580638 0.00544884843561604 "Ccndbp1" 282
"ENSMUSG00000023707" "OK" "tobit" 0.19069457149129 0.253683214544565 "Ogfod2" 319
"ENSMUSG00000023723" "OK" "tobit" 0.0564859738142746 0.0876201492421465 "Mrps23" 424
"ENSMUSG00000023737" "OK" "tobit" 3.67475577430272e-06 1.11090747706844e-05 "1700082M22Rik" 36
"ENSMUSG00000023755" "OK" "tobit" 0.000283726920974998 0.0006819944946093 "Rhebl1" 103
"ENSMUSG00000023764" "OK" "tobit" 4.26317156074774e-06 1.27927431347693e-05 "Sfi1" 289
"ENSMUSG00000023781" "OK" "tobit" 0.00119661680380585 0.00260634551880208 "Hes7" 27
"ENSMUSG00000023791" "OK" "tobit" 1.38479676573742e-12 7.16352112824348e-12 "Pigx" 446
"ENSMUSG00000023795" "OK" "tobit" 5.06356293831124e-08 1.8399237178412e-07 "Pisd-ps2" 390
"ENSMUSG00000023800" "OK" "tobit" 0.910527976530245 0.926723715918858 "Tiam2" 29
"ENSMUSG00000023805" "OK" "tobit" 3.0925237511357e-07 1.04870563661748e-06 "Synj2" 249
"ENSMUSG00000023806" "OK" "tobit" 0.0110328106230518 0.0201069389876246 "Rsph3b" 194
"ENSMUSG00000023809" "OK" "tobit" 0.0201633093575653 0.0347946056959619 "Rps6ka2" 101
"ENSMUSG00000023826" "OK" "tobit" 0.192299070282725 0.255442529666543 "Park2" 45
"ENSMUSG00000023827" "OK" "tobit" 1.57558020356007e-17 1.1113905752749e-16 "Agpat4" 201
"ENSMUSG00000023828" "OK" "tobit" 0.53164198326638 0.597837916620938 "Slc22a3" 28
"ENSMUSG00000023830" "OK" "tobit" 9.68597397203327e-11 4.38260597935276e-10 "Igf2r" 447
"ENSMUSG00000023832" "OK" "tobit" 2.14349621475163e-29 2.54299513501597e-28 "Acat2" 447
"ENSMUSG00000023845" "OK" "tobit" 0.927018471700796 0.940126865215792 "Lnpep" 182
"ENSMUSG00000023852" "OK" "tobit" 2.32532391041992e-14 1.351535899529e-13 "Chd1" 439
"ENSMUSG00000023861" "OK" "tobit" 6.16872710055725e-36 9.36535675707207e-35 "Mpc1" 434
"ENSMUSG00000023873" "OK" "tobit" 0.203658913746985 0.268237451494659 "1700010I14Rik" 52
"ENSMUSG00000023882" "OK" "tobit" 0.536100911230865 0.602211158257208 "Zfp54" 117
"ENSMUSG00000023883" "OK" "tobit" 0.211530086647924 0.276766705742909 "Phf10" 230
"ENSMUSG00000023886" "OK" "tobit" 0.000102696795325801 0.000261905745118898 "Smoc2" 61
"ENSMUSG00000023892" "OK" "tobit" 0.60509784262015 0.664693115869713 "Zfp51" 230
"ENSMUSG00000023904" "OK" "tobit" 0.0483396712769147 0.0762675482519508 "Hcfc1r1" 437
"ENSMUSG00000023905" "OK" "tobit" 6.81671976798798e-26 7.05715273171845e-25 "Tnfrsf12a" 371
"ENSMUSG00000023906" "OK" "tobit" 2.95716172849284e-75 1.00797878272283e-73 "Cldn6" 224
"ENSMUSG00000023908" "OK" "tobit" 0.369468630543631 0.442736659417597 "Pkmyt1" 341
"ENSMUSG00000023909" "OK" "tobit" 9.29843273537399e-08 3.29635783618156e-07 "Paqr4" 211
"ENSMUSG00000023911" "OK" "tobit" 3.3676886907017e-16 2.19661998961407e-15 "Flywch2" 155
"ENSMUSG00000023912" "OK" "tobit" 2.98386559131823e-09 1.20494954451959e-08 "Slc25a27" 80
"ENSMUSG00000023913" "OK" "tobit" 5.70012044815106e-28 6.4303849895512e-27 "Pla2g7" 312
"ENSMUSG00000023915" "OK" "tobit" 2.53785620290648e-08 9.47362713520201e-08 "Tnfrsf21" 233
"ENSMUSG00000023919" "OK" "tobit" 0.125407042876773 0.177188592404783 "Cenpq" 251
"ENSMUSG00000023921" "OK" "tobit" 5.98302890454742e-19 4.55918308351329e-18 "Mut" 435
"ENSMUSG00000023923" "OK" "tobit" 3.26838710106865e-05 8.85552562611946e-05 "Tbc1d5" 196
"ENSMUSG00000023932" "OK" "tobit" 1.22970343165423e-15 7.73751464538292e-15 "Cdc5l" 435
"ENSMUSG00000023938" "OK" "tobit" 0.0738194041771106 0.111040861365398 "Aars2" 279
"ENSMUSG00000023939" "OK" "tobit" 8.37898759006071e-09 3.25188426303776e-08 "Mrpl14" 447
"ENSMUSG00000023940" "OK" "tobit" 0.0169719629545894 0.0298166274473777 "Sgol1" 208
"ENSMUSG00000023942" "OK" "tobit" 8.89458699077896e-09 3.44439784519537e-08 "Slc29a1" 282
"ENSMUSG00000023944" "OK" "tobit" 3.8064326565507e-70 1.21637011303082e-68 "Hsp90ab1" 447
"ENSMUSG00000023947" "OK" "tobit" 0.491065405411839 0.560117060720902 "Nfkbie" 61
"ENSMUSG00000023951" "OK" "tobit" 0.00010054965811805 0.000256740251715697 "Vegfa" 295
"ENSMUSG00000023952" "OK" "tobit" 0.00325718366577271 0.00660014844061588 "Gtpbp2" 317
"ENSMUSG00000023953" "OK" "tobit" 0.484609999838928 0.553976917629486 "Polh" 127
"ENSMUSG00000023959" "OK" "tobit" 0.541311259519126 0.606816851501389 "Clic5" 129
"ENSMUSG00000023960" "OK" "tobit" 0.00176910137574887 0.00375522389254314 "Enpp5" 411
"ENSMUSG00000023961" "OK" "tobit" 0.334403257226167 0.407276135472165 "Enpp4" 349
"ENSMUSG00000023963" "OK" "tobit" 0.0174207582404158 0.0305306300431878 "Cyp39a1" 314
"ENSMUSG00000023965" "OK" "tobit" 0.148929943997459 0.2051216208168 "Fbxl17" 81
"ENSMUSG00000023966" "OK" "tobit" 1.52113118760338e-05 4.28849685583664e-05 "Rsph9" 58
"ENSMUSG00000023967" "OK" "tobit" 4.63681006317788e-07 1.54042002727666e-06 "Mrps18a" 445
"ENSMUSG00000023971" "OK" "tobit" 0.181236891344872 0.243043220644847 "Rrp36" 414
"ENSMUSG00000023972" "OK" "tobit" 2.78943928081925e-24 2.70579024485833e-23 "Ptk7" 403
"ENSMUSG00000023973" "OK" "tobit" 1.57271423357678e-05 4.42055694310905e-05 "Cnpy3" 435
"ENSMUSG00000023977" "OK" "tobit" 0.176643452165884 0.237795032854533 "Ubr2" 407
"ENSMUSG00000023980" "OK" "tobit" 9.85900713833032e-11 4.45962508968423e-10 "Taf8" 267
"ENSMUSG00000023982" "OK" "tobit" 0.110190367269336 0.158070171166529 "Guca1a" 50
"ENSMUSG00000023984" "OK" "tobit" 0.452023714614148 0.523841184224189 "Gm20517" 19
"ENSMUSG00000023988" "OK" "tobit" 0.000279783513695949 0.000673026057380603 "Bysl" 383
"ENSMUSG00000023990" "OK" "tobit" 0.00824510526972633 0.0154109573732503 "Tfeb" 140
"ENSMUSG00000023991" "OK" "tobit" 0.00120328844152695 0.00262015686195935 "Foxp4" 373
"ENSMUSG00000023994" "OK" "tobit" 0.0501266443814532 0.0787113926779713 "Nfya" 129
"ENSMUSG00000023999" "OK" "tobit" 0 0 "Kif6" 43
"ENSMUSG00000024002" "OK" "tobit" 6.27339563826675e-10 2.67036849028782e-09 "Brd4" 440
"ENSMUSG00000024006" "OK" "tobit" 2.28942764644056e-17 1.60209396009196e-16 "Stk38" 443
"ENSMUSG00000024007" "OK" "tobit" 2.29095427042819e-06 7.08519515829986e-06 "Ppil1" 443
"ENSMUSG00000024008" "OK" "tobit" 1.67240968922254e-87 6.6103974000442e-86 "Cpne5" 22
"ENSMUSG00000024012" "OK" "tobit" 8.1762935956389e-17 5.52405172595382e-16 "Mtch1" 405
"ENSMUSG00000024013" "OK" "tobit" 4.70239710297305e-06 1.40389892789834e-05 "Fgd2" 32
"ENSMUSG00000024014" "OK" "tobit" 3.07541046699035e-10 1.33658502609808e-09 "Pim1" 337
"ENSMUSG00000024018" "OK" "tobit" 0.699806008576227 0.748069549469796 "Ccdc167" 98
"ENSMUSG00000024019" "OK" "tobit" 0.0758802072545854 0.113795182608116 "Cmtr1" 41
"ENSMUSG00000024026" "OK" "tobit" 0.0697060580565964 0.105494225169202 "Glo1" 447
"ENSMUSG00000024029" "OK" "tobit" 3.51393710598249e-21 2.95468982121075e-20 "Tff3" 296
"ENSMUSG00000024030" "OK" "tobit" 0.260339789899715 0.330560415758269 "Abcg1" 16
"NA.121" NA NA NA NA NA NA
"ENSMUSG00000024036" "OK" "tobit" 7.13543031123331e-07 2.31660324524883e-06 "Slc37a1" 55
"ENSMUSG00000024037" "OK" "tobit" 0.000108524658120885 0.000275659588335903 "Wdr4" 375
"ENSMUSG00000024038" "OK" "tobit" 0.0454635114576987 0.0721968396557985 "Ndufv3" 447
"ENSMUSG00000024039" "OK" "tobit" 0.00825743517913046 0.0154317967987414 "Cbs" 426
"ENSMUSG00000024042" "OK" "tobit" 4.67489479655246e-16 3.01575427453628e-15 "Sik1" 424
"ENSMUSG00000024043" "OK" "tobit" 9.4327175853735e-253 6.52875867808603e-251 "Arhgap28" 18
"ENSMUSG00000024044" "OK" "tobit" 2.2714528931473e-19 1.76569535833176e-18 "Epb4.1l3" 251
"ENSMUSG00000024045" "OK" "tobit" 2.47985047014485e-15 1.53657662047677e-14 "Akap8" 427
"ENSMUSG00000024048" "OK" "tobit" 4.04163216408236e-86 1.5700948480565e-84 "Myl12a" 447
"NA.122" NA NA NA NA NA NA
"ENSMUSG00000024050" "OK" "tobit" 2.92706090931164e-15 1.79960882127965e-14 "Wiz" 315
"ENSMUSG00000024052" "OK" "tobit" 5.24593138040587e-08 1.90444371001908e-07 "Lpin2" 407
"ENSMUSG00000024054" "OK" "tobit" 9.34726895013144e-12 4.55859116491026e-11 "Smchd1" 371
"ENSMUSG00000024055" "OK" "tobit" 0.0436442226802038 0.069685354822505 "Cyp4f13" 306
"ENSMUSG00000024056" "OK" "tobit" 0.00130794805144219 0.00283248758236901 "Ndc80" 168
"ENSMUSG00000024059" "OK" "tobit" 0.427810493741144 0.50042777312156 "Clip4" 16
"ENSMUSG00000024067" "OK" "tobit" 1.6335208093053e-23 1.54114909687435e-22 "Dpy30" 447
"ENSMUSG00000024068" "OK" "tobit" 0.0873842186430182 0.128936870740257 "Spast" 255
"ENSMUSG00000024069" "OK" "tobit" 0.112473869758405 0.160967118344986 "Slc30a6" 406
"ENSMUSG00000024070" "OK" "tobit" 9.80078719231848e-12 4.76949576291827e-11 "Prkd3" 408
"ENSMUSG00000024072" "OK" "tobit" 3.17660332634633e-05 8.62438552973438e-05 "Yipf4" 444
"ENSMUSG00000024073" "OK" "tobit" 3.04753270406834e-11 1.43036403196574e-10 "Birc6" 447
"ENSMUSG00000024074" "OK" "tobit" 0 0 "Crim1" 16
"ENSMUSG00000024077" "OK" "tobit" 0.485786806275056 0.555134886767097 "Strn" 273
"ENSMUSG00000024078" "OK" "tobit" 0.605113596621856 0.664693115869713 "Ttc27" 348
"ENSMUSG00000024079" "OK" "tobit" 0.000190840021826419 0.000467441561729059 "Eif2ak2" 285
"ENSMUSG00000024081" "OK" "tobit" 2.58726065481021e-08 9.64896032440985e-08 "Cebpz" 433
"ENSMUSG00000024082" "OK" "tobit" 0.27990921649128 0.351355118506912 "Ndufaf7" 425
"ENSMUSG00000024083" "OK" "tobit" 0.000283973683572373 0.000682380667771696 "Pja2" 428
"ENSMUSG00000024084" "OK" "tobit" 0.296418734360779 0.368258107823981 "Qpct" 412
"ENSMUSG00000024085" "OK" "tobit" 0.0038528144916806 0.00769591804576403 "Man2a1" 310
"ENSMUSG00000024091" "OK" "tobit" 5.37298194060379e-13 2.8510801392223e-12 "Vapa" 447
"ENSMUSG00000024095" "OK" "tobit" 2.4024242907391e-05 6.61083767503727e-05 "Hnrnpll" 412
"ENSMUSG00000024096" "OK" "tobit" 2.35802600012439e-05 6.49091908683077e-05 "Ralbp1" 408
"ENSMUSG00000024097" "OK" "tobit" 2.37086530648258e-33 3.26199783921431e-32 "Srsf7" 447
"ENSMUSG00000024098" "OK" "tobit" 8.03077255806202e-14 4.53142559790968e-13 "Twsg1" 425
"ENSMUSG00000024099" "OK" "tobit" 0.00234283630488417 0.00487706270454612 "Ndufv2" 447
"ENSMUSG00000024101" "OK" "tobit" 8.49981912621657e-07 2.74104034894268e-06 "Wash" 380
"ENSMUSG00000024104" "OK" "tobit" 0.000115460187847177 0.000291927106105102 "Fam21" 413
"ENSMUSG00000024112" "OK" "tobit" 1.39854725604699e-06 4.41573187417227e-06 "Cacna1h" 148
"ENSMUSG00000024114" "OK" "tobit" 0.0699008676396038 0.105748663938887 "Prss41" 47
"ENSMUSG00000024118" "OK" "tobit" 0.299470707384906 0.37155465456366 "1600002H07Rik" 295
"ENSMUSG00000024120" "OK" "tobit" 2.22385489669295e-11 1.05218209291293e-10 "Lrpprc" 444
"ENSMUSG00000024121" "OK" "tobit" 0.00912645359758411 0.0168988655983304 "Atp6v0c" 447
"ENSMUSG00000024122" "OK" "tobit" 0.532505353302677 0.598681362593802 "Pdpk1" 387
"ENSMUSG00000024127" "OK" "tobit" 2.07092360756647e-08 7.78930687705946e-08 "Prepl" 357
"ENSMUSG00000024130" "OK" "tobit" 0.0061886477941386 0.0118833781160231 "Abca3" 311
"ENSMUSG00000024131" "OK" "tobit" 4.62378766298329e-08 1.68553437116571e-07 "Slc3a1" 112
