"status" "family" "pval" "qval" "gene_short_name" "num_cells_expressed"
"ENSMUSG00000045409" "OK" "tobit" 0.00857886578895271 0.0159745092522204 "Trim39" 214
"ENSMUSG00000045410" "OK" "tobit" 0.676902658939298 0.727637445380722 "Akr1e1" 197
"ENSMUSG00000045411" "OK" "tobit" 2.39433811520429e-21 2.03377594458671e-20 "2410002F23Rik" 415
"ENSMUSG00000045414" "OK" "tobit" 0.296645664884151 0.368482271819263 "1190002N15Rik" 207
"ENSMUSG00000045427" "OK" "tobit" 2.21966781019711e-19 1.72628728123769e-18 "Hnrnph2" 443
"ENSMUSG00000045435" "OK" "tobit" 0.00293616965084886 0.00600494051173606 "Tmem60" 420
"ENSMUSG00000045438" "OK" "tobit" 9.16129635825091e-15 5.46300027382532e-14 "Cox19" 434
"ENSMUSG00000045441" "OK" "tobit" 2.20045635847287e-07 7.55081906945118e-07 "Gprin3" 91
"ENSMUSG00000045455" "OK" "tobit" 0.649034857700086 0.70407244504458 "Gm9797" 92
"ENSMUSG00000045464" "OK" "tobit" 0.234501076600582 0.302329759567205 "2810002D19Rik" 216
"ENSMUSG00000045466" "OK" "tobit" 0.622108012392749 0.68012222350842 "Zfp956" 161
"ENSMUSG00000045467" "OK" "tobit" 0.307774839074196 0.379865379171937 "Ttll13" 28
"ENSMUSG00000045482" "OK" "tobit" 9.64315126806291e-14 5.40849071474866e-13 "Trrap" 404
"ENSMUSG00000045503" "OK" "tobit" 0.909630335706951 0.926038283727742 "Sys1" 445
"ENSMUSG00000045506" "OK" "tobit" 0.968048764838147 0.973604308146699 "A930002H24Rik" 35
"ENSMUSG00000045518" "OK" "tobit" 0.0276367704964892 0.0462509568545407 "Onecut3" 101
"ENSMUSG00000045519" "OK" "tobit" 0.00210319450853838 0.00441005860038805 "Zfp560" 263
"ENSMUSG00000045538" "OK" "tobit" 0.409518350101097 0.48255637864117 "Ddx28" 370
"ENSMUSG00000045576" "OK" "tobit" 0.473074026142725 0.543270780637748 "St7l" 382
"ENSMUSG00000045594" "OK" "tobit" 5.21790404648362e-12 2.59503542945608e-11 "Glb1" 406
"ENSMUSG00000045598" "OK" "tobit" 3.95028037968439e-09 1.57712705335006e-08 "Zfp553" 287
"ENSMUSG00000045624" "OK" "tobit" 2.17916625982795e-05 6.02158040764871e-05 "Esf1" 443
"NA.412" NA NA NA NA NA NA
"ENSMUSG00000045636" "OK" "tobit" 2.74650131398982e-08 1.02020262073444e-07 "Mtus1" 163
"ENSMUSG00000045639" "OK" "tobit" 1.37097996540686e-12 7.09436253728328e-12 "Zfp629" 225
"ENSMUSG00000045658" "OK" "tobit" 1.07324981097191e-61 3.03226550871743e-60 "Pid1" 391
"ENSMUSG00000045659" "OK" "tobit" 1.67415723097574e-10 7.4321111041103e-10 "Plekha7" 284
"ENSMUSG00000045664" "OK" "tobit" 3.78383920896125e-09 1.51334472525955e-08 "Cdc42ep2" 65
"ENSMUSG00000045665" "OK" "tobit" 2.98050956419231e-08 1.10453768044068e-07 "Mfsd5" 365
"ENSMUSG00000045667" "OK" "tobit" 2.62963576351323e-29 3.10579186674252e-28 "Smtnl2" 189
"ENSMUSG00000045671" "OK" "tobit" 0.000845533348838506 0.0018888940914856 "Spred2" 370
"ENSMUSG00000045672" "OK" "tobit" 2.62191263960083e-07 8.94090261137548e-07 "Col27a1" 270
"ENSMUSG00000045679" "OK" "tobit" 0.0225801516142194 0.0385330968007513 "Pqlc3" 121
"ENSMUSG00000045690" "OK" "tobit" 0.171578616803653 0.23196187959211 "Wdr89" 205
"ENSMUSG00000045691" "OK" "tobit" 0.000340865864546721 0.000808912105564535 "Thtpa" 311
"ENSMUSG00000045694" "OK" "tobit" 1.33316868947955e-09 5.53450071457593e-09 "Gm4997" 12
"ENSMUSG00000045709" "OK" "tobit" 0.299006323367836 0.371065629923285 "1700023L04Rik" 46
"ENSMUSG00000045725" "OK" "tobit" 0.0156953728745177 0.0277895062624112 "Prr15" 204
"ENSMUSG00000045730" "OK" "tobit" 7.74970208836623e-07 2.50832710027782e-06 "Adrb2" 286
"ENSMUSG00000045746" "OK" "tobit" 0.699834402494519 0.748069549469796 "B230317F23Rik" 40
"ENSMUSG00000045751" "OK" "tobit" 0.000555257625843074 0.00127900499485725 "Mms22l" 231
"ENSMUSG00000045752" "OK" "tobit" 0.00412131389117804 0.00818376662179553 "Tssc4" 422
"ENSMUSG00000045757" "OK" "tobit" 0.123402961354681 0.174730832363024 "Zfp764" 153
"NA.413" NA NA NA NA NA NA
"ENSMUSG00000045767" "OK" "tobit" 7.259365218686e-17 4.9297745808129e-16 "B230219D22Rik" 440
"ENSMUSG00000045790" "OK" "tobit" 0.0604980667540501 0.0932685884691852 "Ccdc149" 31
"ENSMUSG00000045795" "OK" "tobit" 0.694227848942703 0.743088696132962 "Whamm" 111
"ENSMUSG00000045799" "OK" "tobit" 3.1695800370054e-08 1.17241175231122e-07 "Gm9800" 98
"ENSMUSG00000045817" "OK" "tobit" 9.37023309242721e-35 1.35509301564755e-33 "Zfp36l2" 365
"ENSMUSG00000045822" "OK" "tobit" 0.155890033097862 0.21344652942304 "Zswim3" 134
"ENSMUSG00000045827" "OK" "tobit" 1.85714482278742e-11 8.84221851642555e-11 "Serpinb9" 39
"ENSMUSG00000045838" "OK" "tobit" 1.84071100892792e-05 5.1283651769217e-05 "A430105I19Rik" 10
"ENSMUSG00000045854" "OK" "tobit" 8.21895108892506e-11 3.7358868586023e-10 "Lyrm2" 419
"ENSMUSG00000045867" "OK" "tobit" 0.809680715538225 0.842144454444574 "Cradd" 221
"NA.414" NA NA NA NA NA NA
"ENSMUSG00000045877" "OK" "tobit" 2.0672097772554e-06 6.41952879496436e-06 "4933415A04Rik" 101
"ENSMUSG00000045886" "OK" "tobit" 0.269199116638455 0.339957453487333 "Gm9803" 56
"ENSMUSG00000045896" "OK" "tobit" 0.453762613139948 0.525395384488873 "Paip2b" 215
"ENSMUSG00000045917" "OK" "tobit" 3.80027099003311e-08 1.39463522093135e-07 "6330416G13Rik" 264
"ENSMUSG00000045932" "OK" "tobit" 1.56213855768538e-17 1.10289069662865e-16 "Ifit2" 125
"ENSMUSG00000045934" "OK" "tobit" 0.0110542712217731 0.0201437340612903 "Mtmr11" 218
"ENSMUSG00000045942" "OK" "tobit" 0.0235093687997783 0.0399546458725158 "BC049762" 32
"ENSMUSG00000045948" "OK" "tobit" 0.58493308252265 0.646842207352543 "Mrps12" 447
"ENSMUSG00000045954" "OK" "tobit" 7.19450913747708e-20 5.68742991665894e-19 "Sdpr" 171
"ENSMUSG00000045962" "OK" "tobit" 1.07379710573124e-09 4.48949726347669e-09 "Wnk1" 393
"ENSMUSG00000045968" "OK" "tobit" 0.0480038414656732 0.07578295689551 "5830403L16Rik" 38
"ENSMUSG00000045969" "OK" "tobit" 0.018531803197623 0.0322779209541016 "Ing1" 295
"ENSMUSG00000045973" "OK" "tobit" 1.14788202220624e-17 8.18440398199228e-17 "Slc25a51" 321
"ENSMUSG00000045975" "OK" "tobit" 0.00206398232529735 0.00433471841207936 "C2cd2" 160
"ENSMUSG00000045980" "OK" "tobit" 0.235399599193973 0.303216875028401 "Tmem104" 211
"ENSMUSG00000045983" "OK" "tobit" 1.42526660653527e-07 4.97149553555985e-07 "Eif4g1" 447
"ENSMUSG00000045991" "OK" "tobit" 7.24135374519327e-18 5.21469590464849e-17 "Onecut2" 406
"ENSMUSG00000045996" "OK" "tobit" 2.47891524104567e-21 2.10336223611209e-20 "Polr2k" 447
"ENSMUSG00000046010" "OK" "tobit" 0.00785894928682451 0.0147553122715196 "Zfp830" 388
"ENSMUSG00000046020" "OK" "tobit" 0.0111450149037405 0.0202880999453643 "Pofut1" 208
"ENSMUSG00000046027" "OK" "tobit" 5.53809453326578e-17 3.79174074955778e-16 "Stard5" 352
"NA.415" NA NA NA NA NA NA
"ENSMUSG00000046032" "OK" "tobit" 0.000291886960043797 0.000699910486640572 "Snx12" 421
"ENSMUSG00000046034" "OK" "tobit" 0.753245112533916 0.794034094986903 "Otulin" 193
"ENSMUSG00000046056" "OK" "tobit" 4.11114057428926e-07 1.37413703294991e-06 "Sbsn" 167
"ENSMUSG00000046058" "OK" "tobit" 0.255052028477585 0.324809147627328 "Eid2" 21
"ENSMUSG00000046062" "OK" "tobit" 0.760559797394261 0.800084475257121 "Ppp1r15b" 434
"ENSMUSG00000046070" "OK" "tobit" 0.100046176988417 0.145200247712335 "Igfals" 326
"ENSMUSG00000046079" "OK" "tobit" 5.21565151096959e-12 2.5947293298452e-11 "Lrrc8d" 434
"ENSMUSG00000046085" "OK" "tobit" 0.335541689588818 0.408317526294262 "4931422A03Rik" 100
"ENSMUSG00000046088" "OK" "tobit" 0.000107278182513717 0.000272650720017045 "Gm9805" 12
"ENSMUSG00000046096" "OK" "tobit" 2.41528151125608e-06 7.45225072092835e-06 "BC030336" 251
"ENSMUSG00000046101" "OK" "tobit" 0.412070712347337 0.484879049050133 "Mcmdc2" 185
"ENSMUSG00000046111" "OK" "tobit" 2.94259946788435e-07 9.99575687226038e-07 "5830418K08Rik" 299
"ENSMUSG00000046138" "OK" "tobit" 5.31154776030408e-05 0.000140271837368427 "9930021J03Rik" 193
"ENSMUSG00000046139" "OK" "tobit" 0.00216684208466833 0.00453511779241953 "Patl1" 361
"ENSMUSG00000046152" "OK" "tobit" 0.364281312337257 0.437711985485977 "Fut10" 129
"NA.416" NA NA NA NA NA NA
"ENSMUSG00000046168" "OK" "tobit" 8.42678566879525e-246 5.65951495128834e-244 "Kcnrg" 14
"ENSMUSG00000046169" "OK" "tobit" 0.000106411246917455 0.00027063836066137 "Adamts6" 69
"ENSMUSG00000046179" "OK" "tobit" 0.0932885588722195 0.136782947097565 "E2f8" 161
"NA.417" NA NA NA NA NA NA
"ENSMUSG00000046185" "OK" "tobit" 0.012273514987775 0.0221642033218906 "Zfp84" 221
"ENSMUSG00000046201" "OK" "tobit" 4.95354713857952e-07 1.64083013890252e-06 "Scaf8" 377
"NA.418" NA NA NA NA NA NA
"ENSMUSG00000046223" "OK" "tobit" 0.279206850316049 0.350640090128309 "Plaur" 33
"ENSMUSG00000046229" "OK" "tobit" 1.7617418550848e-09 7.24535765518787e-09 "Scand1" 446
"ENSMUSG00000046230" "OK" "tobit" 0.0914892304362645 0.134380900974404 "Vps13a" 284
"ENSMUSG00000046245" "OK" "tobit" 0.446032024166323 0.518121183880852 "Pilra" 38
"ENSMUSG00000046269" "OK" "tobit" 0.682722718969243 0.732842685606291 "Usp27x" 37
"ENSMUSG00000046295" "OK" "tobit" 0.148486046755134 0.204616922367316 "Ankle1" 183
"ENSMUSG00000046311" "OK" "tobit" 1.59139058712808e-09 6.57376617304665e-09 "Zfp62" 365
"ENSMUSG00000046312" "OK" "tobit" 0.295944896638863 0.367784742961109 "AI464131" 199
"ENSMUSG00000046314" "OK" "tobit" 9.49940432890612e-11 4.30433272193145e-10 "Stxbp6" 424
"ENSMUSG00000046318" "OK" "tobit" 0.693551465961708 0.742555440117068 "Ccbe1" 17
"ENSMUSG00000046324" "OK" "tobit" 8.06180096124156e-10 3.40382379423758e-09 "Ermp1" 300
"ENSMUSG00000046329" "OK" "tobit" 0.247262611517318 0.316180162935259 "Slc25a23" 322
"ENSMUSG00000046330" "OK" "tobit" 1.0471231668795e-23 9.97838888587698e-23 "Rpl37a" 447
"ENSMUSG00000046338" "OK" "tobit" 0.0220658002421327 0.037773294506729 "Gpat2" 20
"ENSMUSG00000046345" "OK" "tobit" 0.0361164693388875 0.0588936254137209 "Smco1" 83
"ENSMUSG00000046351" "OK" "tobit" 8.3850142844024e-11 3.80809387987903e-10 "Zfp322a" 358
"ENSMUSG00000046352" "OK" "tobit" 4.30923895409456e-09 1.71353330211738e-08 "Gjb2" 276
"ENSMUSG00000046364" "OK" "tobit" 5.27375308462806e-22 4.64383257729749e-21 "Rpl27a" 447
"NA.419" NA NA NA NA NA NA
"ENSMUSG00000046378" "OK" "tobit" 0.568914645979819 0.632216023191484 "Asphd1" 22
"ENSMUSG00000046380" "OK" "tobit" 0.00168034746712823 0.00358121653273934 "Jrk" 198
"ENSMUSG00000046388" "OK" "tobit" 0.170342278294824 0.2305301869743 "Gm9806" 171
"ENSMUSG00000046402" "OK" "tobit" 2.51878116704468e-15 1.5588708120913e-14 "Rbp1" 447
"ENSMUSG00000046404" "OK" "tobit" 0.0299838221253368 0.0498367848874359 "Yod1" 303
"ENSMUSG00000046408" "OK" "tobit" 0.000473164153815237 0.00110143219826282 "1700067K01Rik" 54
"ENSMUSG00000046417" "OK" "tobit" 0.199887258161471 0.264064751895442 "Lrrc75a" 41
"ENSMUSG00000046432" "OK" "tobit" 9.47305258843989e-32 1.22669839482657e-30 "Ngfrap1" 447
"ENSMUSG00000046434" "OK" "tobit" 1.78191641672519e-103 7.82364964130036e-102 "Hnrnpa1" 447
"ENSMUSG00000046440" "OK" "tobit" 0.00431226156826133 0.00853513309901873 "Gm5564" 111
"ENSMUSG00000046441" "OK" "tobit" 0.000110653271566204 0.000280571805203061 "Cmtr2" 224
"ENSMUSG00000046447" "OK" "tobit" 0.450581700297358 0.522437450600814 "Camk2n1" 318
"ENSMUSG00000046463" "OK" "tobit" 0.149791339217671 0.206200514729902 "5930403N24Rik" 119
"ENSMUSG00000046480" "OK" "tobit" 0.00590528356313389 0.0113936390110374 "Scn4b" 70
"ENSMUSG00000046516" "OK" "tobit" 0.0078680801522662 0.0147707059591874 "Cox17" 444
"ENSMUSG00000046519" "OK" "tobit" 3.74017568095881e-07 1.25517223254705e-06 "Golph3l" 199
"ENSMUSG00000046523" "OK" "tobit" 0.74300161875453 0.785366832761541 "Kctd4" 19
"ENSMUSG00000046541" "OK" "tobit" 0.509757124557848 0.577324074615355 "Zfp526" 151
"ENSMUSG00000046546" "OK" "tobit" 0.421967751918785 0.494542211469443 "Fam43a" 48
"ENSMUSG00000046550" "OK" "tobit" 7.28094724338275e-06 2.13077942776249e-05 "Spin2c" 133
"ENSMUSG00000046556" "OK" "tobit" 3.97973586165302e-05 0.000106732340790525 "Zfp319" 140
"ENSMUSG00000046562" "OK" "tobit" 0.00030692297817171 0.00073352370386333 "Unc119b" 393
"ENSMUSG00000046567" "OK" "tobit" 0.716628755861995 0.762371016874463 "4930430F08Rik" 221
"ENSMUSG00000046572" "OK" "tobit" 1.72872159368835e-05 4.83164120260278e-05 "Zfp518b" 173
"ENSMUSG00000046573" "OK" "tobit" 0.0697628298416745 0.105550463966934 "Lyrm4" 439
"ENSMUSG00000046574" "OK" "tobit" 3.90936188766142e-09 1.56236474834678e-08 "Prr12" 255
"ENSMUSG00000046580" "OK" "tobit" 1.03526653116244e-13 5.78799806664011e-13 "Gm7862" 32
"ENSMUSG00000046589" "OK" "tobit" 0.258390028878783 0.328584881075795 "Lrrc8e" 33
"ENSMUSG00000046591" "OK" "tobit" 0.153512829212235 0.210604090679584 "Ticrr" 148
"ENSMUSG00000046598" "OK" "tobit" 3.65973788853733e-24 3.53700277642174e-23 "Bdh1" 443
"ENSMUSG00000046603" "OK" "tobit" 2.81314629076538e-05 7.67441802213963e-05 "Tcaim" 211
"ENSMUSG00000046605" "OK" "tobit" 0.691560129346723 0.74087381210852 "B3gntl1" 137
"NA.420" NA NA NA NA NA NA
"ENSMUSG00000046620" "OK" "tobit" 0.615704773511244 0.674191410027856 "Rps11-ps4" 24
"ENSMUSG00000046636" "OK" "tobit" 0.231718913505639 0.29937600090189 "Gm7729" 15
"ENSMUSG00000046658" "OK" "tobit" 0.180442596614873 0.242204221713979 "Zfp316" 81
"ENSMUSG00000046667" "OK" "tobit" 0.536224077183786 0.602264145646472 "Rbm12b1" 143
"ENSMUSG00000046668" "OK" "tobit" 0.0202519139667841 0.0349360945117031 "Cxxc5" 439
"ENSMUSG00000046671" "OK" "tobit" 0.276935008824146 0.348339011972281 "Mtfr1l" 443
"ENSMUSG00000046675" "OK" "tobit" 0.969870828973337 0.974914550940347 "Tmem251" 242
"ENSMUSG00000046679" "OK" "tobit" 0.302365821438288 0.374472438646419 "C87436" 343
"ENSMUSG00000046687" "OK" "tobit" 0.00894428502393867 0.0166053009749054 "Gm5424" 52
"ENSMUSG00000046691" "OK" "tobit" 9.78193177216357e-18 6.99655318541483e-17 "Chtf8" 424
"ENSMUSG00000046694" "OK" "tobit" 0.14587712666825 0.201705701621893 "Fam46b" 10
"ENSMUSG00000046707" "OK" "tobit" 0.0618140748409818 0.094974126233963 "Csnk2a2" 219
"ENSMUSG00000046711" "OK" "tobit" 9.53165038885792e-25 9.42462000395496e-24 "Hmga1" 441
"ENSMUSG00000046718" "OK" "tobit" 0.00473930739798011 0.00930369361629735 "Bst2" 358
"ENSMUSG00000046721" "OK" "tobit" 5.49889649980684e-07 1.811253315086e-06 "Rpl14-ps1" 423
"ENSMUSG00000046722" "OK" "tobit" 1.14857140850954e-17 8.18563706154509e-17 "Cdc42se1" 427
"ENSMUSG00000046727" "OK" "tobit" 2.21174108721528e-22 1.98730704265092e-21 "Cystm1" 343
"ENSMUSG00000046731" "OK" "tobit" 0.00034342360284148 0.00081437224791105 "Kctd11" 119
"ENSMUSG00000046753" "OK" "tobit" 0.105043773318077 0.151772452788653 "Ccdc66" 202
"ENSMUSG00000046756" "OK" "tobit" 6.85095416076884e-08 2.45617786582642e-07 "Mrps7" 447
"ENSMUSG00000046761" "OK" "tobit" 0.0167693973439972 0.0294967204419437 "Fam83h" 176
"NA.421" NA NA NA NA NA NA
"ENSMUSG00000046782" "OK" "tobit" 0.672279269272769 0.724135207299408 "Ttc6" 20
"ENSMUSG00000046785" "OK" "tobit" 0.0366678639695626 0.0596665560039591 "Epm2aip1" 394
"ENSMUSG00000046791" "OK" "tobit" 0.016317315789886 0.0287717716397478 "2410016O06Rik" 333
"ENSMUSG00000046792" "OK" "tobit" 3.83290763893553e-07 1.28466031036431e-06 "Zfp787" 400
"ENSMUSG00000046794" "OK" "tobit" 1.90449621661839e-21 1.62729191554725e-20 "Ppp1r3b" 178
"ENSMUSG00000046798" "OK" "tobit" 3.5957944742859e-10 1.55719514801725e-09 "Cldn12" 422
"ENSMUSG00000046806" "OK" "tobit" 0.0165508019796729 0.0291542799930891 "3110062M04Rik" 187
"ENSMUSG00000046808" "OK" "tobit" 2.499527959753e-07 8.54194009531804e-07 "Atp10d" 83
"ENSMUSG00000046811" "OK" "tobit" 9.08924317791951e-33 1.22401487947876e-31 "Gltpd2" 428
"ENSMUSG00000046814" "OK" "tobit" 1.37651251293059e-119 6.43590658700587e-118 "Gchfr" 384
"ENSMUSG00000046818" "OK" "tobit" 8.95780426078759e-32 1.16187559356369e-30 "Ddit4l" 78
"ENSMUSG00000046822" "OK" "tobit" 0.662461117226751 0.715551908685021 "Slc39a3" 203
"ENSMUSG00000046826" "OK" "tobit" 0.215255850109801 0.280968889421094 "Fam187b" 271
"ENSMUSG00000046836" "OK" "tobit" 0.0096644573624277 0.0178118196737766 "Brox" 343
"ENSMUSG00000046840" "OK" "tobit" 3.19305194615999e-05 8.66387643432045e-05 "Hnf4aos" 34
"ENSMUSG00000046841" "OK" "tobit" 7.32180701016121e-08 2.61847114420251e-07 "Ckap4" 234
"ENSMUSG00000046861" "OK" "tobit" 0.863427751943167 0.887562738718413 "Hectd3" 215
"ENSMUSG00000046862" "OK" "tobit" 0.000730017713844294 0.00164708622981239 "Pramef8" 156
"ENSMUSG00000046865" "OK" "tobit" 1.21247261054358e-27 1.34295533732465e-26 "Fbl" 445
"ENSMUSG00000046873" "OK" "tobit" 1.53122180682901e-05 4.31464278013154e-05 "Mbtps2" 327
"ENSMUSG00000046876" "OK" "tobit" 0.0178397132713223 0.0312027648808716 "Atxn1" 279
"ENSMUSG00000046879" "OK" "tobit" 0.77098033697713 0.809098428655427 "Irgm1" 378
"ENSMUSG00000046897" "OK" "tobit" 1.5398410325919e-05 4.33596476613544e-05 "Zfp740" 319
"ENSMUSG00000046909" "OK" "tobit" 0.0488367441062333 0.0769751784092879 "Tefm" 388
"ENSMUSG00000046934" "OK" "tobit" 0.353729434403655 0.426812693003801 "Csl" 14
"ENSMUSG00000046947" "OK" "tobit" 0.118485884171818 0.168536414262166 "Adck2" 247
"ENSMUSG00000046949" "OK" "tobit" 0.258910733629047 0.329009470698341 "Nqo2" 433
"ENSMUSG00000046959" "OK" "tobit" 4.17557029372662e-26 4.37138633788421e-25 "Slc26a1" 316
"ENSMUSG00000046962" "OK" "tobit" 0.000611498421554408 0.00139657780715236 "Zbtb21" 327
"ENSMUSG00000046982" "OK" "tobit" 0.00437740190649087 0.00865002122152853 "Tshz1" 47
"ENSMUSG00000046985" "OK" "tobit" 0.0959254275844726 0.140014552648853 "Tapt1" 175
"ENSMUSG00000046993" "OK" "tobit" 0.102076607460081 0.1478357299198 "Gm5637" 20
"ENSMUSG00000046994" "OK" "tobit" 0.302424939091108 0.374487131608911 "Mars2" 253
"ENSMUSG00000046997" "OK" "tobit" 9.47408408763584e-21 7.78860128573797e-20 "Spsb4" 153
"ENSMUSG00000046999" "OK" "tobit" 0.546298873358698 0.611456616251349 "1110032F04Rik" 15
"ENSMUSG00000047003" "OK" "tobit" 0.00595927082329164 0.0114894103575201 "Zfp41" 171
"ENSMUSG00000047022" "OK" "tobit" 0.00279289498064639 0.00573263214753241 "Mipol1" 236
"ENSMUSG00000047030" "OK" "tobit" 2.23477775742939e-06 6.91820848735466e-06 "Spata2" 174
"ENSMUSG00000047036" "OK" "tobit" 1.8888714787609e-05 5.25515410538182e-05 "Zfp445" 361
"ENSMUSG00000047037" "OK" "tobit" 0.747870755839277 0.789600556511657 "Nipa1" 48
"ENSMUSG00000047040" "OK" "tobit" 1.12003693936531e-25 1.14977885291063e-24 "Prr15l" 172
"ENSMUSG00000047044" "OK" "tobit" 5.11690736258426e-07 1.69211311698228e-06 "D030056L22Rik" 370
"ENSMUSG00000047045" "OK" "tobit" 1.56237219049928e-06 4.91048963303857e-06 "Tmem164" 288
"ENSMUSG00000047061" "OK" "tobit" 0.621812270440021 0.679845794748867 "Gm9817" 22
"ENSMUSG00000047067" "OK" "tobit" 0.768476218581693 0.806912756841327 "Dusp28" 347
"ENSMUSG00000047084" "OK" "tobit" 0.417050371537024 0.48990205209085 "Ngrn" 430
"ENSMUSG00000047090" "OK" "tobit" 8.05666409157701e-11 3.6652734170923e-10 "Tmem198b" 189
"ENSMUSG00000047098" "OK" "tobit" 0.195684490749988 0.259396100893812 "Rnf31" 229
"ENSMUSG00000047108" "OK" "tobit" 0.102395979858271 0.148230548977404 "Dnajb7" 32
"ENSMUSG00000047109" "OK" "tobit" 2.1362599280265e-23 2.00234889764755e-22 "Cldn14" 134
"ENSMUSG00000047115" "OK" "tobit" 4.35914626486036e-05 0.000116199913047489 "Fam221a" 52
"ENSMUSG00000047117" "OK" "tobit" 0.0189980279360261 0.0329884687539455 "Ankdd1b" 34
"ENSMUSG00000047123" "OK" "tobit" 0.00393151934644248 0.00783929823136411 "Ticam1" 289
"ENSMUSG00000047126" "OK" "tobit" 2.15332974579062e-15 1.34001870713707e-14 "Cltc" 447
"NA.422" NA NA NA NA NA NA
"ENSMUSG00000047139" "OK" "tobit" 8.52745847371884e-98 3.59468661724584e-96 "Cd24a" 291
"ENSMUSG00000047141" "OK" "tobit" 0.366369226265889 0.439620882452445 "Zfp654" 148
"ENSMUSG00000047146" "OK" "tobit" 1.57278040716223e-10 6.99847542210032e-10 "Tet1" 162
"ENSMUSG00000047150" "OK" "tobit" 3.47525235269985e-08 1.2801010873877e-07 "1700001C19Rik" 96
"ENSMUSG00000047153" "OK" "tobit" 0.510287468325333 0.57767704970763 "Khnyn" 317
"ENSMUSG00000047155" "OK" "tobit" 0.0973560484308983 0.141828434524792 "Cyp4x1" 30
"ENSMUSG00000047166" "OK" "tobit" 0.972892968298244 0.977394533024476 "Tigd5" 36
"ENSMUSG00000047180" "OK" "tobit" 0.0448802819161981 0.0713994247085958 "Neurl3" 32
"ENSMUSG00000047181" "OK" "tobit" 9.62743062546982e-13 5.03945757641006e-12 "Samd14" 64
"ENSMUSG00000047187" "OK" "tobit" 0.0650729913109085 0.0992500877865569 "Rab2a" 445
"ENSMUSG00000047189" "OK" "tobit" 0.706367277973235 0.75383257176648 "Gm9818" 12
"ENSMUSG00000047193" "OK" "tobit" 4.02814104448999e-07 1.34724700475135e-06 "Dync2h1" 125
"ENSMUSG00000047205" "OK" "tobit" 8.75756963044115e-11 3.97501370682968e-10 "Dusp18" 54
"ENSMUSG00000047213" "OK" "tobit" 0.0140889261146639 0.0251474638420521 "Ythdf3" 430
"ENSMUSG00000047215" "OK" "tobit" 1.54270285079289e-25 1.57347748938657e-24 "Rpl9" 447
"ENSMUSG00000047221" "OK" "tobit" 0.274165272780188 0.345403352163261 "Fam185a" 286
"ENSMUSG00000047228" "OK" "tobit" 7.90601902940605e-12 3.87478050760933e-11 "BC048546" 168
"ENSMUSG00000047230" "OK" "tobit" 0 0 "Cldn2" 47
"ENSMUSG00000047238" "OK" "tobit" 0.936322106956171 0.947882888824864 "Mageh1" 282
"ENSMUSG00000047242" "OK" "tobit" 0.0406251394797104 0.0653846934152528 "Taf9b" 79
"ENSMUSG00000047246" "OK" "tobit" 0.414564204336083 0.487451234326923 "Hist1h2be" 143
"ENSMUSG00000047248" "OK" "tobit" 2.85354835721568e-16 1.86818428177896e-15 "C2cd3" 301
"ENSMUSG00000047250" "OK" "tobit" 2.68912615676792e-05 7.3540069064698e-05 "Ptgs1" 40
"ENSMUSG00000047260" "OK" "tobit" 2.04870131291654e-08 7.70755181811707e-08 "Emc6" 446
"NA.423" NA NA NA NA NA NA
"ENSMUSG00000047264" "OK" "tobit" 1.96277220290544e-19 1.52799309509092e-18 "Zfp358" 298
"ENSMUSG00000047281" "OK" "tobit" 0.017064359163969 0.0299557085777948 "Sfn" 17
"ENSMUSG00000047284" "OK" "tobit" 0.000216658058319822 0.000527338793668486 "Neurl4" 112
"ENSMUSG00000047342" "OK" "tobit" 1.0220952669812e-07 3.61289250259858e-07 "Zfp286" 146
"ENSMUSG00000047347" "OK" "tobit" 9.61241440785608e-06 2.78023299935253e-05 "Gm5806" 247
"ENSMUSG00000047368" "OK" "tobit" 0.377483503932549 0.450705351211367 "Abhd17b" 207
"ENSMUSG00000047371" "OK" "tobit" 0.154759652970581 0.212118687269432 "Zfp768" 255
"ENSMUSG00000047379" "OK" "tobit" 1.58206502119788e-08 6.01336464891761e-08 "B3gnt1" 394
"ENSMUSG00000047388" "OK" "tobit" 0.00044420261104246 0.00103920463247572 "Atmin" 104
"ENSMUSG00000047407" "OK" "tobit" 1.29460119065199e-24 1.27449868769156e-23 "Tgif1" 383
"ENSMUSG00000047409" "OK" "tobit" 0.0208610658397267 0.0358970680229799 "Ctdspl" 163
"ENSMUSG00000047412" "OK" "tobit" 0.0358450456354992 0.0585293059980078 "Zbtb44" 309
"ENSMUSG00000047417" "OK" "tobit" 0.134283442817374 0.188053769981921 "Rexo1" 439
"ENSMUSG00000047423" "OK" "tobit" 0.274825830350141 0.346125499487464 "AI837181" 196
"ENSMUSG00000047434" "OK" "tobit" 0.0933381772490731 0.136817729529068 "Xxylt1" 46
"ENSMUSG00000047443" "OK" "tobit" 0.0182954970620736 0.0318978801489238 "Fam132b" 50
"ENSMUSG00000047446" "OK" "tobit" 0.00204743732511801 0.0043016810184412 "Arl4a" 153
"ENSMUSG00000047454" "OK" "tobit" 0.901875104253298 0.919806988122693 "Gphn" 325
"ENSMUSG00000047459" "OK" "tobit" 1.318648087309e-33 1.83822094844747e-32 "Dynlrb1" 447
"ENSMUSG00000047466" "OK" "tobit" 0.321892287998633 0.394463643480619 "8030462N17Rik" 51
"ENSMUSG00000047473" "OK" "tobit" 0.00158310601521338 0.00338946782941134 "Zfp30" 196
